"trial_type","trial_index","time_elapsed","internal_node_id","screen_height","screen_width","browser","browser_version","mobile","os","vsync_rate","participant_id","study_id","session_id","success","timeout","failed_images","failed_audio","failed_video","width","height","webaudio","fullscreen","webcam","microphone","screen","version","date","time","rt","stimulus","response","question_order","trial_duration","trial_number","block_number"
"html-keyboard-response","507","1212074","0.0-28.0-0.51","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","fixation","","","","null","<div style=""font-size:60px;"">+</div>","null","","750","",""
"image-keyboard-response","508","1212577","0.0-28.0-1.51","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","stimuli","","","","null","stimuli/AMFD/NF-1084.jpg","null","","500","52","2"
"multiple-slider","509","1214007","0.0-28.0-2.51","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","perceived_realness","","","","1423.8999999761581","","{""perceived_realness"":0.61}","[0]","","",""
"html-keyboard-response","510","1214758","0.0-28.0-0.52","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","fixation","","","","null","<div style=""font-size:60px;"">+</div>","null","","750","",""
"image-keyboard-response","511","1215261","0.0-28.0-1.52","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","stimuli","","","","null","stimuli/AMFD/NF-1048.jpg","null","","500","53","2"
"multiple-slider","512","1217465","0.0-28.0-2.52","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","perceived_realness","","","","2202.699999988079","","{""perceived_realness"":0.63}","[0]","","",""
"html-keyboard-response","513","1218216","0.0-28.0-0.53","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","fixation","","","","null","<div style=""font-size:60px;"">+</div>","null","","750","",""
"image-keyboard-response","514","1218731","0.0-28.0-1.53","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","stimuli","","","","null","stimuli/AMFD/NF-1079.jpg","null","","500","54","2"
"multiple-slider","515","1220295","0.0-28.0-2.53","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","perceived_realness","","","","1562.1000000238419","","{""perceived_realness"":0.16}","[0]","","",""
"html-keyboard-response","516","1221051","0.0-28.0-0.54","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","fixation","","","","null","<div style=""font-size:60px;"">+</div>","null","","750","",""
"image-keyboard-response","517","1221557","0.0-28.0-1.54","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","stimuli","","","","null","stimuli/AMFD/NF-1005.jpg","null","","500","55","2"
"multiple-slider","518","1222838","0.0-28.0-2.54","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","perceived_realness","","","","1274.7000000476837","","{""perceived_realness"":0.73}","[0]","","",""
"html-keyboard-response","519","1223594","0.0-28.0-0.55","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","fixation","","","","null","<div style=""font-size:60px;"">+</div>","null","","750","",""
"image-keyboard-response","520","1224105","0.0-28.0-1.55","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","stimuli","","","","null","stimuli/AMFD/NF-1053.jpg","null","","500","56","2"
"multiple-slider","521","1225333","0.0-28.0-2.55","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","perceived_realness","","","","1225.8999999761581","","{""perceived_realness"":0.75}","[0]","","",""
"html-keyboard-response","522","1226099","0.0-28.0-0.56","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","fixation","","","","null","<div style=""font-size:60px;"">+</div>","null","","750","",""
"image-keyboard-response","523","1226609","0.0-28.0-1.56","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","stimuli","","","","null","stimuli/AMFD/NF-1095.jpg","null","","500","57","2"
"multiple-slider","524","1228316","0.0-28.0-2.56","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","perceived_realness","","","","1705.199999988079","","{""perceived_realness"":0}","[0]","","",""
"html-keyboard-response","525","1229069","0.0-28.0-0.57","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","fixation","","","","null","<div style=""font-size:60px;"">+</div>","null","","750","",""
"image-keyboard-response","526","1229574","0.0-28.0-1.57","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","stimuli","","","","null","stimuli/AMFD/NF-1041.jpg","null","","500","58","2"
"multiple-slider","527","1230831","0.0-28.0-2.57","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","perceived_realness","","","","1255.699999988079","","{""perceived_realness"":0.6}","[0]","","",""
"html-keyboard-response","528","1231589","0.0-28.0-0.58","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","fixation","","","","null","<div style=""font-size:60px;"">+</div>","null","","750","",""
"image-keyboard-response","529","1232106","0.0-28.0-1.58","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","stimuli","","","","null","stimuli/AMFD/NF-1086.jpg","null","","500","59","2"
"multiple-slider","530","1233154","0.0-28.0-2.58","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","perceived_realness","","","","1046.800000011921","","{""perceived_realness"":0.73}","[0]","","",""
"html-keyboard-response","531","1233916","0.0-28.0-0.59","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","fixation","","","","null","<div style=""font-size:60px;"">+</div>","null","","750","",""
"image-keyboard-response","532","1234426","0.0-28.0-1.59","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","stimuli","","","","null","stimuli/AMFD/NF-1008.jpg","null","","500","60","2"
"multiple-slider","533","1235705","0.0-28.0-2.59","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","perceived_realness","","","","1277.5","","{""perceived_realness"":0.12}","[0]","","",""
"html-keyboard-response","534","1236460","0.0-28.0-0.60","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","fixation","","","","null","<div style=""font-size:60px;"">+</div>","null","","750","",""
"image-keyboard-response","535","1236965","0.0-28.0-1.60","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","stimuli","","","","null","stimuli/AMFD/NF-1044.jpg","null","","500","61","2"
"multiple-slider","536","1237972","0.0-28.0-2.60","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","perceived_realness","","","","1005.3000000119209","","{""perceived_realness"":0.24}","[0]","","",""
"html-keyboard-response","537","1238731","0.0-28.0-0.61","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","fixation","","","","null","<div style=""font-size:60px;"">+</div>","null","","750","",""
"image-keyboard-response","538","1239242","0.0-28.0-1.61","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","stimuli","","","","null","stimuli/AMFD/NF-1049.jpg","null","","500","62","2"
"multiple-slider","539","1240495","0.0-28.0-2.61","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","perceived_realness","","","","1251","","{""perceived_realness"":0.69}","[0]","","",""
"html-keyboard-response","540","1241251","0.0-28.0-0.62","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","fixation","","","","null","<div style=""font-size:60px;"">+</div>","null","","750","",""
"image-keyboard-response","541","1241762","0.0-28.0-1.62","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","stimuli","","","","null","stimuli/AMFD/NF-1108.jpg","null","","500","63","2"
"multiple-slider","542","1242829","0.0-28.0-2.62","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","perceived_realness","","","","1064.7999999523163","","{""perceived_realness"":0.8}","[0]","","",""
"html-keyboard-response","543","1243590","0.0-28.0-0.63","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","fixation","","","","null","<div style=""font-size:60px;"">+</div>","null","","750","",""
"image-keyboard-response","544","1244105","0.0-28.0-1.63","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","stimuli","","","","null","stimuli/AMFD/NF-1089.jpg","null","","500","64","2"
"multiple-slider","545","1245234","0.0-28.0-2.63","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","perceived_realness","","","","1126.699999988079","","{""perceived_realness"":0.3}","[0]","","",""
"html-keyboard-response","546","1245994","0.0-28.0-0.64","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","fixation","","","","null","<div style=""font-size:60px;"">+</div>","null","","750","",""
"image-keyboard-response","547","1246501","0.0-28.0-1.64","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","stimuli","","","","null","stimuli/AMFD/NF-1047.jpg","null","","500","65","2"
"multiple-slider","548","1247637","0.0-28.0-2.64","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","perceived_realness","","","","1134.1000000238419","","{""perceived_realness"":0.67}","[0]","","",""
"html-keyboard-response","549","1248397","0.0-28.0-0.65","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","fixation","","","","null","<div style=""font-size:60px;"">+</div>","null","","750","",""
"image-keyboard-response","550","1248901","0.0-28.0-1.65","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","stimuli","","","","null","stimuli/AMFD/NM-1038.jpg","null","","500","66","2"
"multiple-slider","551","1250975","0.0-28.0-2.65","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","perceived_realness","","","","2071.599999964237","","{""perceived_realness"":0.82}","[0]","","",""
"html-keyboard-response","552","1251727","0.0-28.0-0.66","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","fixation","","","","null","<div style=""font-size:60px;"">+</div>","null","","750","",""
"image-keyboard-response","553","1252230","0.0-28.0-1.66","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","stimuli","","","","null","stimuli/AMFD/NF-1030.jpg","null","","500","67","2"
"multiple-slider","554","1253489","0.0-28.0-2.66","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","perceived_realness","","","","1257.5","","{""perceived_realness"":0.23}","[0]","","",""
"html-keyboard-response","555","1254246","0.0-28.0-0.67","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","fixation","","","","null","<div style=""font-size:60px;"">+</div>","null","","750","",""
"image-keyboard-response","556","1254762","0.0-28.0-1.67","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","stimuli","","","","null","stimuli/AMFD/NF-1083.jpg","null","","500","68","2"
"multiple-slider","557","1256404","0.0-28.0-2.67","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","perceived_realness","","","","1640.800000011921","","{""perceived_realness"":0}","[0]","","",""
"html-keyboard-response","558","1257168","0.0-28.0-0.68","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","fixation","","","","null","<div style=""font-size:60px;"">+</div>","null","","750","",""
"image-keyboard-response","559","1257684","0.0-28.0-1.68","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","stimuli","","","","null","stimuli/AMFD/NF-1105.jpg","null","","500","69","2"
"multiple-slider","560","1259563","0.0-28.0-2.68","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","perceived_realness","","","","1877.199999988079","","{""perceived_realness"":0.62}","[0]","","",""
"html-keyboard-response","561","1260321","0.0-28.0-0.69","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","fixation","","","","null","<div style=""font-size:60px;"">+</div>","null","","750","",""
"image-keyboard-response","562","1260825","0.0-28.0-1.69","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","stimuli","","","","null","stimuli/AMFD/NF-1054.jpg","null","","500","70","2"
"multiple-slider","563","1262075","0.0-28.0-2.69","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","perceived_realness","","","","1248","","{""perceived_realness"":0.64}","[0]","","",""
"html-keyboard-response","564","1262840","0.0-28.0-0.70","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","fixation","","","","null","<div style=""font-size:60px;"">+</div>","null","","750","",""
"image-keyboard-response","565","1263342","0.0-28.0-1.70","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","stimuli","","","","null","stimuli/AMFD/NM-1102.jpg","null","","500","71","2"
"multiple-slider","566","1264691","0.0-28.0-2.70","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","perceived_realness","","","","1347.4000000357628","","{""perceived_realness"":0.6}","[0]","","",""
"html-keyboard-response","567","1265443","0.0-28.0-0.71","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","fixation","","","","null","<div style=""font-size:60px;"">+</div>","null","","750","",""
"image-keyboard-response","568","1265949","0.0-28.0-1.71","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","stimuli","","","","null","stimuli/AMFD/NF-1103.jpg","null","","500","72","2"
"multiple-slider","569","1267401","0.0-28.0-2.71","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","perceived_realness","","","","1450.699999988079","","{""perceived_realness"":0.67}","[0]","","",""
"html-keyboard-response","570","1268163","0.0-28.0-0.72","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","fixation","","","","null","<div style=""font-size:60px;"">+</div>","null","","750","",""
"image-keyboard-response","571","1268665","0.0-28.0-1.72","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","stimuli","","","","null","stimuli/AMFD/NF-1087.jpg","null","","500","73","2"
"multiple-slider","572","1269725","0.0-28.0-2.72","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","perceived_realness","","","","1058.1000000238419","","{""perceived_realness"":0.31}","[0]","","",""
"html-keyboard-response","573","1270484","0.0-28.0-0.73","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","fixation","","","","null","<div style=""font-size:60px;"">+</div>","null","","750","",""
"image-keyboard-response","574","1270986","0.0-28.0-1.73","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","stimuli","","","","null","stimuli/AMFD/NF-1016.jpg","null","","500","74","2"
"multiple-slider","575","1272167","0.0-28.0-2.73","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","perceived_realness","","","","1174.1000000238419","","{""perceived_realness"":0.16}","[0]","","",""
"html-keyboard-response","576","1272921","0.0-28.0-0.74","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","fixation","","","","null","<div style=""font-size:60px;"">+</div>","null","","750","",""
"image-keyboard-response","577","1273423","0.0-28.0-1.74","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","stimuli","","","","null","stimuli/AMFD/NF-1031.jpg","null","","500","75","2"
"multiple-slider","578","1274631","0.0-28.0-2.74","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","perceived_realness","","","","1206.3999999761581","","{""perceived_realness"":0.71}","[0]","","",""
"html-keyboard-response","579","1275385","0.0-28.0-0.75","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","fixation","","","","null","<div style=""font-size:60px;"">+</div>","null","","750","",""
"image-keyboard-response","580","1275888","0.0-28.0-1.75","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","stimuli","","","","null","stimuli/AMFD/NF-1067.jpg","null","","500","76","2"
"multiple-slider","581","1276990","0.0-28.0-2.75","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","perceived_realness","","","","1100.800000011921","","{""perceived_realness"":0.71}","[0]","","",""
"html-keyboard-response","582","1277746","0.0-28.0-0.76","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","fixation","","","","null","<div style=""font-size:60px;"">+</div>","null","","750","",""
"image-keyboard-response","583","1278251","0.0-28.0-1.76","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","stimuli","","","","null","stimuli/AMFD/NF-1045.jpg","null","","500","77","2"
"multiple-slider","584","1279560","0.0-28.0-2.76","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","perceived_realness","","","","1307.4000000357628","","{""perceived_realness"":0.05}","[0]","","",""
"html-keyboard-response","585","1280312","0.0-28.0-0.77","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","fixation","","","","null","<div style=""font-size:60px;"">+</div>","null","","750","",""
"image-keyboard-response","586","1280813","0.0-28.0-1.77","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","stimuli","","","","null","stimuli/AMFD/NM-1055.jpg","null","","500","78","2"
"multiple-slider","587","1282073","0.0-28.0-2.77","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","perceived_realness","","","","1258","","{""perceived_realness"":0.28}","[0]","","",""
"html-keyboard-response","588","1282824","0.0-28.0-0.78","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","fixation","","","","null","<div style=""font-size:60px;"">+</div>","null","","750","",""
"image-keyboard-response","589","1283325","0.0-28.0-1.78","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","stimuli","","","","null","stimuli/AMFD/NF-1062.jpg","null","","500","79","2"
"multiple-slider","590","1285064","0.0-28.0-2.78","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","perceived_realness","","","","1737","","{""perceived_realness"":0.3}","[0]","","",""
"html-keyboard-response","591","1285825","0.0-28.0-0.79","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","fixation","","","","null","<div style=""font-size:60px;"">+</div>","null","","750","",""
"image-keyboard-response","592","1286327","0.0-28.0-1.79","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","stimuli","","","","null","stimuli/AMFD/NM-1011.jpg","null","","500","80","2"
"multiple-slider","593","1287545","0.0-28.0-2.79","1080","1920","chrome","104.0.0","false","Windows 10","60.02","5d7f8ffae664ab001967d9d3_7mrcg","63107c6374824dd1505b9d20","63107c7480846f7ce1066906","","","","","","","","","","","","perceived_realness","","","","1216","","{""perceived_realness"":0.76}","[0]","","",""
